12576.180|2087.213|84.630|none
13699.180|1137.213|84.630|currentColor
13699.180|1327.213|84.630|currentColor
13699.180|1517.213|84.630|currentColor
13699.180|1707.213|84.630|none
13699.180|1897.213|84.630|none
13699.180|2087.213|84.630|none
14430.180|1137.213|84.630|currentColor
14430.180|1327.213|84.630|currentColor
14430.180|1517.213|84.630|currentColor
14430.180|1707.213|84.630|currentColor
14430.180|1897.213|84.630|currentColor
14430.180|2087.213|84.630|none
15341.180|1137.213|84.630|currentColor
15341.180|1327.213|84.630|currentColor
15341.180|1517.213|84.630|currentColor
15341.180|1707.213|84.630|currentColor
15341.180|1897.213|84.630|currentColor
15341.180|2087.213|84.630|currentColor
16463.180|1137.213|84.630|currentColor
16463.180|1327.213|84.630|none
16463.180|1517.213|84.630|none
16463.180|1707.213|84.630|none
16463.180|1897.213|84.630|none
16463.180|2087.213|84.630|none
17195.180|1137.213|84.630|currentColor
17195.180|1327.213|84.630|currentColor
17195.180|1517.213|84.630|currentColor
17195.180|1707.213|84.630|currentColor
17195.180|1897.213|84.630|currentColor
17195.180|2087.213|84.630|currentColor
17926.180|1137.213|84.630|currentColor
17926.180|1327.213|84.630|currentColor
17926.180|1517.213|84.630|currentColor
17926.180|1707.213|84.630|none
17926.180|1897.213|84.630|none
17926.180|2087.213|84.630|none
19049.180|1137.213|84.630|currentColor
19049.180|1327.213|84.630|none
19049.180|1517.213|84.630|none
19049.180|1707.213|84.630|none
19049.180|1897.213|84.630|none
19049.180|2087.213|84.630|none
19780.180|1137.213|84.630|currentColor
19780.180|1327.213|84.630|currentColor
19780.180|1517.213|84.630|currentColor
19780.180|1707.213|84.630|none
19780.180|1897.213|84.630|none
19780.180|2087.213|84.630|none
4171.180|9867.212|84.630|currentColor
4171.180|10057.212|84.630|currentColor
4171.180|10247.212|84.630|currentColor
4171.180|10437.212|84.630|currentColor
4171.180|10627.212|84.630|none
4171.180|10817.212|84.630|none
4851.180|9867.212|84.630|currentColor
4851.180|10057.212|84.630|currentColor
4851.180|10247.212|84.630|currentColor
4851.180|10437.212|84.630|currentColor
4851.180|10627.212|84.630|currentColor
4851.180|10817.212|84.630|currentColor
5295.180|9867.212|84.630|currentColor
5295.180|10057.212|84.630|currentColor
5295.180|10247.212|84.630|currentColor
5295.180|10437.212|84.630|currentColor
5295.180|10627.212|84.630|none
5295.180|10817.212|84.630|none
5738.180|9867.212|84.630|currentColor
5738.180|10057.212|84.630|currentColor
5738.180|10247.212|84.630|none
5738.180|10437.212|84.630|none
5738.180|10627.212|84.630|none
5738.180|10817.212|84.630|none
6419.180|9867.212|84.630|currentColor
6419.180|10057.212|84.630|currentColor
6419.180|10247.212|84.630|currentColor
6419.180|10437.212|84.630|currentColor
6419.180|10627.212|84.630|none
6419.180|10817.212|84.630|none
6862.180|9867.212|84.630|currentColor
6862.180|10057.212|84.630|currentColor
6862.180|10247.212|84.630|none
6862.180|10437.212|84.630|none
6862.180|10627.212|84.630|none
6862.180|10817.212|84.630|none
7473.180|9867.212|84.630|currentColor
7473.180|10057.212|84.630|currentColor
7473.180|10247.212|84.630|none
7473.180|10437.212|84.630|none
7473.180|10627.212|84.630|none
7473.180|10817.212|84.630|none
8153.180|9867.212|84.630|currentColor
8153.180|10057.212|84.630|currentColor
8153.180|10247.212|84.630|currentColor
8153.180|10437.212|84.630|currentColor
8153.180|10627.212|84.630|none
8153.180|10817.212|84.630|none
8597.180|9867.212|84.630|currentColor
8597.180|10057.212|84.630|currentColor
8597.180|10247.212|84.630|none
8597.180|10437.212|84.630|none
8597.180|10627.212|84.630|none
8597.180|10817.212|84.630|none
9040.180|9867.212|84.630|currentColor
9040.180|10057.212|84.630|currentColor
9040.180|10247.212|84.630|currentColor
9040.180|10437.212|84.630|currentColor
9040.180|10627.212|84.630|currentColor
9040.180|10817.212|84.630|currentColor
9721.180|9867.212|84.630|currentColor
9721.180|10057.212|84.630|currentColor
9721.180|10247.212|84.630|currentColor
9721.180|10437.212|84.630|currentColor
9721.180|10627.212|84.630|none
9721.180|10817.212|84.630|none
10164.180|9867.212|84.630|currentColor
10164.180|10057.212|84.630|currentColor
10164.180|10247.212|84.630|currentColor
10164.180|10437.212|84.630|currentColor
10164.180|10627.212|84.630|currentColor
10164.180|10817.212|84.630|currentColor
10775.180|9867.212|84.630|currentColor
10775.180|10057.212|84.630|none
10775.180|10247.212|84.630|none
10775.180|10437.212|84.630|none
10775.180|10627.212|84.630|none
10775.180|10817.212|84.630|none
11455.180|9867.212|84.630|currentColor
11455.180|10057.212|84.630|currentColor
11455.180|10247.212|84.630|currentColor
11455.180|10437.212|84.630|none
11455.180|10627.212|84.630|none
11455.180|10817.212|84.630|none
11899.180|9867.212|84.630|currentColor
11899.180|10057.212|84.630|none
11899.180|10247.212|84.630|none
11899.180|10437.212|84.630|none
11899.180|10627.212|84.630|none
11899.180|10817.212|84.630|none
12342.180|9867.212|84.630|currentColor
12342.180|10057.212|84.630|currentColor
12342.180|10247.212|84.630|currentColor
12342.180|10437.212|84.630|currentColor
12342.180|10627.212|84.630|currentColor
12342.180|10817.212|84.630|none
13023.180|9867.212|84.630|currentColor
13023.180|10057.212|84.630|currentColor
13023.180|10247.212|84.630|currentColor
13023.180|10437.212|84.630|none
13023.180|10627.212|84.630|none
13023.180|10817.212|84.630|none
13466.180|9867.212|84.630|currentColor
13466.180|10057.212|84.630|currentColor
13466.180|10247.212|84.630|currentColor
13466.180|10437.212|84.630|currentColor
13466.180|10627.212|84.630|currentColor
13466.180|10817.212|84.630|none
14077.180|9867.212|84.630|currentColor
14077.180|10057.212|84.630|currentColor
14077.180|10247.212|84.630|currentColor
14077.180|10437.212|84.630|currentColor
14077.180|10627.212|84.630|currentColor
14077.180|10817.212|84.630|currentColor
14757.180|9867.212|84.630|currentColor
14757.180|10057.212|84.630|none
14757.180|10247.212|84.630|none
14757.180|10437.212|84.630|none
14757.180|10627.212|84.630|none
14757.180|10817.212|84.630|none
15201.180|9867.212|84.630|currentColor
15201.180|10057.212|84.630|currentColor
15201.180|10247.212|84.630|currentColor
15201.180|10437.212|84.630|currentColor
15201.180|10627.212|84.630|currentColor
15201.180|10817.212|84.630|currentColor
15644.180|9867.212|84.630|currentColor
15644.180|10057.212|84.630|currentColor
15644.180|10247.212|84.630|currentColor
15644.180|10437.212|84.630|none
15644.180|10627.212|84.630|none
15644.180|10817.212|84.630|none
16325.180|9867.212|84.630|currentColor
16325.180|10057.212|84.630|none
16325.180|10247.212|84.630|none
16325.180|10437.212|84.630|none
16325.180|10627.212|84.630|none
16325.180|10817.212|84.630|none
16768.180|9867.212|84.630|currentColor
16768.180|10057.212|84.630|currentColor
16768.180|10247.212|84.630|currentColor
16768.180|10437.212|84.630|none
16768.180|10627.212|84.630|none
16768.180|10817.212|84.630|none
17379.180|9867.212|84.630|currentColor
17379.180|10057.212|84.630|currentColor
17379.180|10247.212|84.630|currentColor
17379.180|10437.212|84.630|currentColor
17379.180|10627.212|84.630|none
17379.180|10817.212|84.630|none
18059.180|9867.212|84.630|currentColor
18059.180|10057.212|84.630|currentColor
18059.180|10247.212|84.630|currentColor
18059.180|10437.212|84.630|currentColor
18059.180|10627.212|84.630|currentColor
18059.180|10817.212|84.630|currentColor
18503.180|9867.212|84.630|currentColor
18503.180|10057.212|84.630|currentColor
18503.180|10247.212|84.630|currentColor
18503.180|10437.212|84.630|currentColor
18503.180|10627.212|84.630|none
18503.180|10817.212|84.630|none
18946.180|9867.212|84.630|currentColor
18946.180|10057.212|84.630|currentColor
18946.180|10247.212|84.630|none
18946.180|10437.212|84.630|none
18946.180|10627.212|84.630|none
18946.180|10817.212|84.630|none
19627.180|9867.212|84.630|currentColor
19627.180|10057.212|84.630|currentColor
19627.180|10247.212|84.630|currentColor
19627.180|10437.212|84.630|currentColor
19627.180|10627.212|84.630|none
19627.180|10817.212|84.630|none
20070.180|9867.212|84.630|currentColor
20070.180|10057.212|84.630|currentColor
20070.180|10247.212|84.630|none
20070.180|10437.212|84.630|none
20070.180|10627.212|84.630|none
20070.180|10817.212|84.630|none
4218.180|18597.213|84.630|currentColor
4218.180|18787.213|84.630|currentColor
4218.180|18977.213|84.630|currentColor
4218.180|19167.213|84.630|currentColor
4218.180|19357.213|84.630|currentColor
4218.180|19547.213|84.630|none
5104.180|18597.213|84.630|none
5104.180|18787.213|84.630|none
5104.180|18977.213|84.630|none
5104.180|19167.213|84.630|none
5104.180|19357.213|84.630|none
5104.180|19547.213|84.630|none
5683.180|18597.213|84.630|currentColor
5683.180|18787.213|84.630|currentColor
5683.180|18977.213|84.630|currentColor
5683.180|19167.213|84.630|currentColor
5683.180|19357.213|84.630|currentColor
5683.180|19547.213|84.630|none
6261.180|18597.213|84.630|currentColor
6261.180|18787.213|84.630|currentColor
6261.180|18977.213|84.630|none
6261.180|19167.213|84.630|none
6261.180|19357.213|84.630|none
6261.180|19547.213|84.630|none
7148.180|18597.213|84.630|currentColor
7148.180|18787.213|84.630|currentColor
7148.180|18977.213|84.630|currentColor
7148.180|19167.213|84.630|currentColor
7148.180|19357.213|84.630|currentColor
7148.180|19547.213|84.630|none
7726.180|18597.213|84.630|currentColor
7726.180|18787.213|84.630|currentColor
7726.180|18977.213|84.630|none
7726.180|19167.213|84.630|none
7726.180|19357.213|84.630|none
7726.180|19547.213|84.630|none
8518.180|18597.213|84.630|currentColor
8518.180|18787.213|84.630|currentColor
8518.180|18977.213|84.630|currentColor
8518.180|19167.213|84.630|currentColor
8518.180|19357.213|84.630|none
8518.180|19547.213|84.630|none
9404.180|18597.213|84.630|currentColor
9404.180|18787.213|84.630|currentColor
9404.180|18977.213|84.630|currentColor
9404.180|19167.213|84.630|currentColor
9404.180|19357.213|84.630|currentColor
9404.180|19547.213|84.630|currentColor
9983.180|18597.213|84.630|currentColor
9983.180|18787.213|84.630|currentColor
9983.180|18977.213|84.630|currentColor
9983.180|19167.213|84.630|currentColor
9983.180|19357.213|84.630|none
9983.180|19547.213|84.630|none
10561.180|18597.213|84.630|currentColor
10561.180|18787.213|84.630|currentColor
10561.180|18977.213|84.630|none
10561.180|19167.213|84.630|none
10561.180|19357.213|84.630|none
10561.180|19547.213|84.630|none
11448.180|18597.213|84.630|currentColor
11448.180|18787.213|84.630|currentColor
11448.180|18977.213|84.630|currentColor
11448.180|19167.213|84.630|currentColor
11448.180|19357.213|84.630|none
11448.180|19547.213|84.630|none
12026.180|18597.213|84.630|currentColor
12026.180|18787.213|84.630|currentColor
12026.180|18977.213|84.630|none
12026.180|19167.213|84.630|none
12026.180|19357.213|84.630|none
12026.180|19547.213|84.630|none
12818.180|18597.213|84.630|currentColor
12818.180|18787.213|84.630|currentColor
12818.180|18977.213|84.630|currentColor
12818.180|19167.213|84.630|currentColor
12818.180|19357.213|84.630|currentColor
12818.180|19547.213|84.630|currentColor
13704.180|18597.213|84.630|currentColor
13704.180|18787.213|84.630|none
13704.180|18977.213|84.630|none
13704.180|19167.213|84.630|none
13704.180|19357.213|84.630|none
13704.180|19547.213|84.630|none
14283.180|18597.213|84.630|currentColor
14283.180|18787.213|84.630|currentColor
14283.180|18977.213|84.630|currentColor
14283.180|19167.213|84.630|currentColor
14283.180|19357.213|84.630|currentColor
14283.180|19547.213|84.630|currentColor
14861.180|18597.213|84.630|currentColor
14861.180|18787.213|84.630|currentColor
14861.180|18977.213|84.630|currentColor
14861.180|19167.213|84.630|none
14861.180|19357.213|84.630|none
14861.180|19547.213|84.630|none
15748.180|18597.213|84.630|currentColor
15748.180|18787.213|84.630|none
15748.180|18977.213|84.630|none
15748.180|19167.213|84.630|none
15748.180|19357.213|84.630|none
15748.180|19547.213|84.630|none
16326.180|18597.213|84.630|currentColor
16326.180|18787.213|84.630|currentColor
16326.180|18977.213|84.630|currentColor
16326.180|19167.213|84.630|none
16326.180|19357.213|84.630|none
16326.180|19547.213|84.630|none
17118.180|18597.213|84.630|currentColor
17118.180|18787.213|84.630|currentColor
17118.180|18977.213|84.630|currentColor
17118.180|19167.213|84.630|currentColor
17118.180|19357.213|84.630|none
17118.180|19547.213|84.630|none
18004.180|18597.213|84.630|currentColor
18004.180|18787.213|84.630|currentColor
18004.180|18977.213|84.630|currentColor
18004.180|19167.213|84.630|currentColor
18004.180|19357.213|84.630|currentColor
18004.180|19547.213|84.630|currentColor
18583.180|18597.213|84.630|currentColor
18583.180|18787.213|84.630|currentColor
18583.180|18977.213|84.630|currentColor
18583.180|19167.213|84.630|currentColor
18583.180|19357.213|84.630|none
18583.180|19547.213|84.630|none
19161.180|18597.213|84.630|currentColor
19161.180|18787.213|84.630|currentColor
19161.180|18977.213|84.630|none
19161.180|19167.213|84.630|none
19161.180|19357.213|84.630|none
19161.180|19547.213|84.630|none
